"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"TimeString";"MsgText";"PLC";"Waterstand";"RH_cum";"Trein";"Trein_cum";"DD";"FH";"FX";"T";"SQ";"Q";"DR";"RH";"P";"U";"S";"O";"Y"
44298438319,2593;2;6;1;48;2021-04-12 10:31:11;"Noodstop ingedrukt op afstand brugpost paneel (Dnst3)";"HMI_Connection_D_Lokaal";-45;0;4;0;280;1;4;4,7;0,7;167;0;-0,1;10273;81;1;0;0
44298442651,5625;2;1;1;72;2021-04-12 10:37:25;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_D_Lokaal";-45;0;4;0;280;1;4;4,7;0,7;167;0;-0,1;10273;81;1;0;0
44298442651,5741;2;1;1;44;2021-04-12 10:37:25;"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_D_Lokaal";-45;0;4;0;280;1;4;4,7;0,7;167;0;-0,1;10273;81;1;0;0
44298442802,0718;2;0;1;72;2021-04-12 10:37:38;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_D_Lokaal";-45;0;4;0;280;1;4;4,7;0,7;167;0;-0,1;10273;81;1;0;0
44298442802,0718;2;0;1;44;2021-04-12 10:37:38;"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_D_Lokaal";-45;0;4;0;280;1;4;4,7;0,7;167;0;-0,1;10273;81;1;0;0
44298442815;2;6;1;72;2021-04-12 10:37:39;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_D_Lokaal";-45;0;4;0;280;1;4;4,7;0,7;167;0;-0,1;10273;81;1;0;0
44298442815;2;6;1;44;2021-04-12 10:37:39;"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_D_Lokaal";-45;0;4;0;280;1;4;4,7;0,7;167;0;-0,1;10273;81;1;0;0
44299248861,2153;2;1;1;196;2021-04-13 05:58:22;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";156;2;4;45;250;1;3;0,4;0;1;0;0;10321;90;0;0;0
44299248872,8009;2;0;1;196;2021-04-13 05:58:23;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";156;0;4;0;250;1;3;0,4;0;1;0;0;10321;90;0;0;0
44299516147,8819;2;1;1;196;2021-04-13 12:23:15;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-21;0;4;28;330;3;5;8,6;0,5;142;0;0;10330;46;0;0;0
44299516159,4676;2;0;1;196;2021-04-13 12:23:16;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-21;0;4;0;330;3;5;8,6;0,5;142;0;0;10330;46;0;0;0
44300769284,5023;2;1;1;196;2021-04-14 18:27:46;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";147;3;2;85;150;4;10;5,2;0,8;43;0,4;0,6;10311;81;0;0;0
44300769296,0764;2;0;1;196;2021-04-14 18:27:47;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";147;0;2;0;150;4;10;5,2;0,8;43;0,4;0,6;10311;81;0;0;0
44300769307,662;2;1;1;196;2021-04-14 18:27:48;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";147;0;2;0;150;4;10;5,2;0,8;43;0,4;0,6;10311;81;0;0;0
44300769319,2361;2;0;1;196;2021-04-14 18:27:49;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";147;0;2;0;150;4;10;5,2;0,8;43;0,4;0,6;10311;81;0;0;0
44301771797,6157;2;1;1;196;2021-04-15 18:31:23;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";122;0;2;65;40;4;7;7,8;1;35;0;0;10302;52;0;0;0
44301771808,9005;2;0;1;196;2021-04-15 18:31:24;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";122;0;2;0;40;4;7;7,8;1;35;0;0;10302;52;0;0;0
44302602471,2153;2;1;1;196;2021-04-16 14:27:34;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-31;0;4;53;50;5;9;11,2;0,9;215;0;0;10284;40;0;0;0
44302602494,8958;2;0;1;196;2021-04-16 14:27:36;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-31;0;4;0;50;5;9;11,2;0,9;215;0;0;10284;40;0;0;0
44302602505,9375;2;1;1;196;2021-04-16 14:27:37;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-31;0;4;0;50;5;9;11,2;0,9;215;0;0;10284;40;0;0;0
44302602517,5232;2;0;1;196;2021-04-16 14:27:38;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-31;0;4;0;50;5;9;11,2;0,9;215;0;0;10284;40;0;0;0
44307374284,7106;2;1;1;72;2021-04-21 08:58:58;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_D_Lokaal";62;7;4;243;350;5;9;9,8;0,9;126;0;0;10191;84;0;0;0
44307374296,2847;2;0;1;72;2021-04-21 08:58:59;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_D_Lokaal";62;0;4;0;350;5;9;9,8;0,9;126;0;0;10191;84;0;0;0
44307374637,5579;2;6;1;196;2021-04-21 08:59:29;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";62;0;4;0;350;5;9;9,8;0,9;126;0;0;10191;84;0;0;0
44307374637,5579;2;6;1;72;2021-04-21 08:59:29;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_D_Lokaal";62;0;4;0;350;5;9;9,8;0,9;126;0;0;10191;84;0;0;0
44308252154,5486;2;1;1;196;2021-04-22 06:03:06;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-61;0;4;57;310;1;2;4;0,8;31;0;0;10264;82;0;0;0
44308252166,1343;2;0;1;196;2021-04-22 06:03:07;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-61;0;4;0;310;1;2;4;0,8;31;0;0;10264;82;0;0;0
44308436923,2176;2;1;1;196;2021-04-22 10:29:10;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";19;0;4;16;20;3;7;9,6;0,9;225;0;0;10275;54;0;0;0
44308436934,8843;2;0;1;196;2021-04-22 10:29:11;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";19;0;4;0;20;3;7;9,6;0,9;225;0;0;10275;54;0;0;0
44309600652,2106;2;1;1;163;2021-04-23 14:24:56;"Bew.werk Diag_EindPos-OpenOnvVerlaten";"HMI_Connection_D_Lokaal";88;0;4;81;20;3;7;13,3;1;239;0;0;10295;56;0;0;0
44309600652,2106;2;1;1;165;2021-04-23 14:24:56;"Bew.werk Diag_Pos-NietOpenOnvVerlaten";"HMI_Connection_D_Lokaal";88;0;4;0;20;3;7;13,3;1;239;0;0;10295;56;0;0;0
44309602827,7315;2;0;1;163;2021-04-23 14:28:04;"Bew.werk Diag_EindPos-OpenOnvVerlaten";"HMI_Connection_D_Lokaal";88;0;4;0;20;3;7;13,3;1;239;0;0;10295;56;0;0;0
44309602827,7315;2;0;1;165;2021-04-23 14:28:04;"Bew.werk Diag_Pos-NietOpenOnvVerlaten";"HMI_Connection_D_Lokaal";88;0;4;0;20;3;7;13,3;1;239;0;0;10295;56;0;0;0
44309619062,2454;2;6;1;196;2021-04-23 14:51:27;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";65;0;4;0;20;3;7;13,3;1;239;0;0;10295;56;0;0;0
44309619062,2454;2;6;1;163;2021-04-23 14:51:27;"Bew.werk Diag_EindPos-OpenOnvVerlaten";"HMI_Connection_D_Lokaal";65;0;4;0;20;3;7;13,3;1;239;0;0;10295;56;0;0;0
44309619062,2454;2;6;1;165;2021-04-23 14:51:27;"Bew.werk Diag_Pos-NietOpenOnvVerlaten";"HMI_Connection_D_Lokaal";65;0;4;0;20;3;7;13,3;1;239;0;0;10295;56;0;0;0
44314601968,3912;2;1;1;196;2021-04-28 14:26:50;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-50;0;4;239;30;5;7;14,4;0;79;0;0;10041;45;0;0;0
44314601980,0463;2;0;1;196;2021-04-28 14:26:51;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-50;0;4;0;30;5;7;14,4;0;79;0;0;10041;45;0;0;0
44314854049,0278;2;1;1;196;2021-04-28 20:29:50;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";41;0;2;16;30;6;9;11,2;0;0;0;0;10030;60;0;0;0
44314854060,6019;2;0;1;196;2021-04-28 20:29:51;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";41;0;2;0;30;6;9;11,2;0;0;0;0;10030;60;0;0;0
44316849514,3403;2;1;1;196;2021-04-30 20:23:18;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";86;109;2;130;260;1;2;5,9;0;0;0;0;10146;85;0;0;0
44316849525,9143;2;0;1;196;2021-04-30 20:23:19;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";86;0;2;0;260;1;2;5,9;0;0;0;0;10146;85;0;0;0
44319766933,7037;2;1;1;196;2021-05-03 18:24:23;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-33;-2;2;133;260;4;7;11,2;0;21;0;0;10103;66;0;0;0
44319766945,8681;2;0;1;196;2021-05-03 18:24:24;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-33;0;2;0;260;4;7;11,2;0;21;0;0;10103;66;0;0;0
44323690585,7176;2;1;1;183;2021-05-07 16:34:27;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";67;208;4;256;270;5;9;10,2;0,9;160;0;0;10178;60;0;0;0
44323693039,1088;2;0;1;183;2021-05-07 16:37:59;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";67;0;4;0;270;5;9;10,2;0,9;160;0;0;10178;60;0;0;0
44323693224,0972;2;1;1;182;2021-05-07 16:38:15;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";67;0;4;0;270;5;9;10,2;0,9;160;0;0;10178;60;0;0;0
44323697402,9167;2;0;1;182;2021-05-07 16:44:16;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";64;0;4;0;270;5;9;10,2;0,9;160;0;0;10178;60;0;0;0
44324435977,1644;2;1;1;196;2021-05-08 10:27:48;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-37;1;2;25;160;6;9;10;0;66;0,9;0,2;10121;75;0;0;0
44324435988,7384;2;0;1;196;2021-05-08 10:27:49;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-37;0;2;0;160;6;9;10;0;66;0,9;0,2;10121;75;0;0;0
44326436758,8773;2;1;1;183;2021-05-10 10:28:56;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-10;139;4;88;230;7;11;14,8;0,1;106;0;0;10042;77;0;0;0
44326439375;2;0;1;183;2021-05-10 10:32:42;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-8;0;4;0;230;7;11;14,8;0,1;106;0;0;10042;77;0;0;0
44326439571,7824;2;1;1;182;2021-05-10 10:32:59;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";-8;0;4;0;230;7;11;14,8;0,1;106;0;0;10042;77;0;0;0
44326439768,5648;2;0;1;182;2021-05-10 10:33:16;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";-8;0;4;0;230;7;11;14,8;0,1;106;0;0;10042;77;0;0;0
44327604889,4444;2;1;1;196;2021-05-11 14:31:02;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-1;-2;4;81;340;2;3;17,3;0;89;0;0;10081;62;0;0;0
44327604901,0301;2;0;1;196;2021-05-11 14:31:03;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-1;0;4;0;340;2;3;17,3;0;89;0;0;10081;62;0;0;0
44327604912,6042;2;1;1;196;2021-05-11 14:31:04;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-1;0;4;0;340;2;3;17,3;0;89;0;0;10081;62;0;0;0
44327604924,1782;2;0;1;196;2021-05-11 14:31:05;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";-1;0;4;0;340;2;3;17,3;0;89;0;0;10081;62;0;0;0
44329355133,5301;2;1;1;183;2021-05-13 08:31:24;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";20;27;2;94;90;2;4;15;1;170;0;0;10078;67;0;0;0
44329356082,7431;2;0;1;183;2021-05-13 08:32:46;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";20;0;2;0;90;2;4;15;1;170;0;0;10078;67;0;0;0
44329356279,537;2;1;1;182;2021-05-13 08:33:03;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";20;0;2;0;90;2;4;15;1;170;0;0;10078;67;0;0;0
44329356476,3194;2;0;1;182;2021-05-13 08:33:20;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";20;0;2;0;90;2;4;15;1;170;0;0;10078;67;0;0;0
44333250214,0162;2;1;1;196;2021-05-17 06:00:18;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";85;266;4;178;190;5;10;11;0;2;0,3;0,2;9991;91;0;0;0
44333250225,5903;2;0;1;196;2021-05-17 06:00:19;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";85;0;4;0;190;5;10;11;0;2;0,3;0,2;9991;91;0;0;0
44334454679,0278;2;6;1;183;2021-05-18 10:54:44;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";57;30;4;81;290;5;8;13,8;0,8;218;0;0;10126;72;0;0;0
44334454679,0278;2;6;1;182;2021-05-18 10:54:44;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";57;0;4;0;290;5;8;13,8;0,8;218;0;0;10126;72;0;0;0
44334454679,0278;2;6;1;196;2021-05-18 10:54:44;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_D_Lokaal";57;0;4;0;290;5;8;13,8;0,8;218;0;0;10126;72;0;0;0
44341855612,6389;2;1;1;183;2021-05-25 20:32:05;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-16;241;2;401;250;3;6;10,1;0;2;0;0;10136;89;0;0;0
44341856145,1273;2;0;1;183;2021-05-25 20:32:51;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-16;0;2;0;250;3;6;10,1;0;2;0;0;10136;89;0;0;0
44341856341,9097;2;1;1;182;2021-05-25 20:33:08;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";-16;0;2;0;250;3;6;10,1;0;2;0;0;10136;89;0;0;0
44341856434,7454;2;0;1;182;2021-05-25 20:33:16;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";-16;0;2;0;250;3;6;10,1;0;2;0;0;10136;89;0;0;0
44342513824,4444;2;6;1;183;2021-05-26 12:19:54;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-27;166;4;41;280;6;10;12,5;0,6;187;0;0;10116;73;0;0;0
44342513824,4444;2;6;1;182;2021-05-26 12:19:54;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";-27;0;4;0;280;6;10;12,5;0,6;187;0;0;10116;73;0;0;0
44343608464,0856;2;1;1;183;2021-05-27 14:36:11;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-10;13;4;73;310;5;10;12,5;0;59;0;0;10205;80;0;0;0
44343608672,4537;2;0;1;183;2021-05-27 14:36:29;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-10;0;4;0;310;5;10;12,5;0;59;0;0;10205;80;0;0;0
44343608869,2361;2;1;1;182;2021-05-27 14:36:46;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";-10;0;4;0;310;5;10;12,5;0;59;0;0;10205;80;0;0;0
44343608938,6921;2;0;1;182;2021-05-27 14:36:52;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";-10;0;4;0;310;5;10;12,5;0;59;0;0;10205;80;0;0;0
44346602861,7245;2;1;1;163;2021-05-30 14:28:07;"Bew.werk Diag_EindPos-OpenOnvVerlaten";"HMI_Connection_D_Lokaal";-18;0;2;141;80;4;7;20,8;1;275;0;0;10265;42;0;0;0
44346602861,7245;2;1;1;165;2021-05-30 14:28:07;"Bew.werk Diag_Pos-NietOpenOnvVerlaten";"HMI_Connection_D_Lokaal";-18;0;2;0;80;4;7;20,8;1;275;0;0;10265;42;0;0;0
44346604875,6597;2;0;1;163;2021-05-30 14:31:01;"Bew.werk Diag_EindPos-OpenOnvVerlaten";"HMI_Connection_D_Lokaal";-18;0;2;0;80;4;7;20,8;1;275;0;0;10265;42;0;0;0
44346604875,6597;2;0;1;165;2021-05-30 14:31:01;"Bew.werk Diag_Pos-NietOpenOnvVerlaten";"HMI_Connection_D_Lokaal";-18;0;2;0;80;4;7;20,8;1;275;0;0;10265;42;0;0;0
44346684094,0046;2;1;1;163;2021-05-30 16:25:06;"Bew.werk Diag_EindPos-OpenOnvVerlaten";"HMI_Connection_D_Lokaal";-45;0;2;4;50;5;9;20,8;1;208;0;0;10256;48;0;0;0
44346684094,0046;2;1;1;165;2021-05-30 16:25:06;"Bew.werk Diag_Pos-NietOpenOnvVerlaten";"HMI_Connection_D_Lokaal";-45;0;2;0;50;5;9;20,8;1;208;0;0;10256;48;0;0;0
44346686455,4051;2;0;1;163;2021-05-30 16:28:30;"Bew.werk Diag_EindPos-OpenOnvVerlaten";"HMI_Connection_D_Lokaal";-45;0;2;0;50;5;9;20,8;1;208;0;0;10256;48;0;0;0
44346686455,4051;2;0;1;165;2021-05-30 16:28:30;"Bew.werk Diag_Pos-NietOpenOnvVerlaten";"HMI_Connection_D_Lokaal";-45;0;2;0;50;5;9;20,8;1;208;0;0;10256;48;0;0;0
44346966294,294;2;6;1;183;2021-05-30 23:11:28;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-13;0;1;11;50;4;6;13,2;0;0;0;0;10252;88;0;0;0
44346966294,294;2;6;1;182;2021-05-30 23:11:28;"Encoder Diag_Enc_Fout";"HMI_Connection_D_Lokaal";-13;0;1;0;50;4;6;13,2;0;0;0;0;10252;88;0;0;0
44346966294,294;2;6;1;163;2021-05-30 23:11:28;"Bew.werk Diag_EindPos-OpenOnvVerlaten";"HMI_Connection_D_Lokaal";-13;0;1;0;50;4;6;13,2;0;0;0;0;10252;88;0;0;0
44346966294,294;2;6;1;165;2021-05-30 23:11:28;"Bew.werk Diag_Pos-NietOpenOnvVerlaten";"HMI_Connection_D_Lokaal";-13;0;1;0;50;4;6;13,2;0;0;0;0;10252;88;0;0;0
44346973403,206;2;1;1;130;2021-05-30 23:21:42;"Hydrauliek pomp Diag_WS";"HMI_Connection_D_Lokaal";-19;0;1;0;50;4;6;13,2;0;0;0;0;10252;88;0;0;0
44347028079,1782;2;0;1;130;2021-05-31 00:40:26;"Hydrauliek pomp Diag_WS";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7639;2;1;1;2;2021-05-31 00:40:27;"Veiligheids-PLC opnieuw opgestart (net terugkomst)";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7639;2;1;1;207;2021-05-31 00:40:27;"SVS (2) Diag_UitRood";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;119;2021-05-31 00:40:27;"Grendel inr-2. Diag_RelaisTerugtrekken";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;120;2021-05-31 00:40:27;"Grendel inr-2. Diag_RelaisUitsteken";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;115;2021-05-31 00:40:27;"Grendel inr-2. Diag_WS";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;201;2021-05-31 00:40:27;"SVS (1) Diag_UitRood";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;219;2021-05-31 00:40:27;"SVS (4) Diag_UitRood";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;89;2021-05-31 00:40:27;"Kontrole inr. Diag_RelaisTerugtrekken";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;90;2021-05-31 00:40:27;"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;85;2021-05-31 00:40:27;"Kontrole inr. Diag_WS";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;134;2021-05-31 00:40:27;"Hydrauliek pomp Diag_RelaisAanloop2";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;130;2021-05-31 00:40:27;"Hydrauliek pomp Diag_WS";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;132;2021-05-31 00:40:27;"Hydrauliek pomp Diag_RelaisNet";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;133;2021-05-31 00:40:27;"Hydrauliek pomp Diag_RelaisAanloop1";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;183;2021-05-31 00:40:27;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;184;2021-05-31 00:40:27;"Encoder Diag_Enc_Draairichting";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;213;2021-05-31 00:40:27;"SVS (3) Diag_UitRood";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;104;2021-05-31 00:40:27;"Grendel inr-1. Diag_RelaisTerugtrekken";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;105;2021-05-31 00:40:27;"Grendel inr-1. Diag_RelaisUitsteken";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,7755;2;1;1;100;2021-05-31 00:40:27;"Grendel inr-1. Diag_WS";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
44347028090,787;2;1;1;171;2021-05-31 00:40:27;"Bew.werk Diag_EindPosNoodEind-DichtBereikt";"HMI_Connection_D_Lokaal";-63;0;1;0;50;3;4;11,4;0;0;0;0;10250;91;0;0;0
